Name,Bio,Identifier,B.A.,B.S.,J.D.,Ph.D.,M.B.A,M.A.,M.S.,M.P.H.,M.D.,D.M.D.,non-JD,none
"C&Aacute;RDENAS, Tony","['a Representative from California; born in San Fernando, Los Angeles \r', 'County, Calif., March 31, 1963; B.A., University of California, Santa Barbara, \r', 'Calif., 1986; realtor; insurance agent; member of the California state \r', 'assembly, 1996-2002; member of the Los Angeles, Calif., city council, \r', '2003-2013; elected as a Democrat to the One Hundred Thirteenth and to the two \r', 'succeeding Congresses (January 3, 2013-present).\r']",C001097,1,0,0,0,0,0,0,0,0,0,0,1
"CALVERT, Ken","['a Representative from California; born in Corona, Riverside County, \r', 'Calif., June 8, 1953; graduated from Corona High School, Corona, Calif., 1971; \r', 'A.A., Chaffey College, Rancho Cucamonga, Calif., 1973; B.A., San Diego State \r', 'University, San Diego, Calif., 1975; restaurant manager; business owner; \r', 'unsuccessful candidate for nomination to the Ninety-eighth Congress in 1982; \r', 'chair, Riverside County, Calif., Republican Party, 1984-1988; elected as a \r', 'Republican to the One Hundred Third and to the twelve succeeding Congresses \r', '(January 3, 1993-present). \r']",C000059,1,0,0,0,0,0,0,0,0,0,0,1
"CAMP, David Lee","['a Representative from Michigan; born in Midland, Midland County, Mich., July 9, 1953; graduated from Midland Dow High School, Midland, Mich., 1971; attended the University of Sussex, Brighton, England, 1973-1974; B.A., Albion College, Albion, Mich., 1975; J.D., University of San Diego School of Law, San Diego, Calif., 1978; member of the Midland County, Mich., board of canvassers; member of the Midland County, Mich., Republican executive committee; special assistant attorney general, Michigan state attorney general, 1980-1984; staff, United States Representative Bill Schuette of Michigan, 1984-1987; member of the Michigan state house of representatives, 1989-1990; elected as a Republican to the One Hundred Second and to the eleven succeeding Congresses (January 3, 1991-January 3, 2015); was not a candidate for reelection to the One Hundred Fourteenth Congress in 2014; chair, Committee on Ways and Means (One Hundred Twelfth and One Hundred Thirteenth Congresses); chair, Joint Committee on Taxation (One Hundred Thirteenth Congress). \r']",C000071,1,0,1,0,0,0,0,0,0,0,0,0
"CAMPBELL, John (of California)","['a Representative from California; born in Los Angeles, Los Angeles \r', 'County, Calif., July 19, 1955; graduated from the Harvard School, North \r', 'Hollywood, Calif., 1973; B.A., University of California, Los Angeles, Calif.; \r', 'M.B.T., University of Southern California, Los Angeles, Calif., 1977; certified \r', 'public accountant; auto dealer; member of the California state assembly, \r', '2000-2004; member of the California state senate, 2004-2005; elected as a \r', 'Republican to the One Hundred Ninth Congress, by special election, to fill the \r', 'vacancy caused by the resignation of United States Representative Christopher \r', 'Cox, and reelected to the four succeeding Congresses (December 6, 2005-January \r', '3, 2015); was not a candidate for reelection to the One Hundred Fourteenth \r', 'Congress in 2014. \r']",C001064,1,0,0,0,0,0,0,0,0,0,0,1
"CANTOR, Eric","['a Representative from Virginia; born in Richmond, Henrico County, \r', 'Va., June 6, 1963; B.A., George Washington University, Washington, D.C., 1985; \r', 'J.D., College of William and Mary, Williamsburg, Va., 1988; M.S., Columbia \r', 'University, New York, N.Y., 1989; lawyer; small businessman; member of the \r', 'Virginia state house of delegates, 1992-2001; elected as a Republican to the \r', 'One Hundred Seventh and to the six succeeding Congresses until his resignation \r', 'on August 18, 2014 (January 3, 2001-August 18, 2014); unsuccessful candidate \r', 'for renomination to the One Hundred Fourteenth Congress in 2014; minority whip \r', '(One Hundred Eleventh Congress); majority leader (One Hundred Twelfth and One \r', 'Hundred Thirteenth Congresses).\r']",C001046,1,0,1,0,0,0,1,0,0,0,1,0
"CAPITO, Shelley Moore","[' (daughter of Arch Alfred Moore, Jr.), \r', 'a Senator and a Representative from West Virginia; born in Glendale, \r', 'Marshall County, W.Va., November 26, 1953; B.S., Duke University, Durham, N.C., \r', '1975; M.Ed., University of Virginia, Charlottesville, Va., 1976; college \r', 'counselor; member, West Virginia state house of representatives, 1997-2001; \r', 'elected as a Republican to the One Hundred Seventh and to the six succeeding \r', 'Congresses (January 3, 2001-January 3, 2015); was not a candidate for \r', 'reelection to the House of Representatives but was elected as a Republican to \r', 'the United States Senate in 2014 for the term ending January 3, \r', '2021.\r']",C001047,0,1,0,0,0,0,0,0,0,0,0,1
"CAPPS, Lois","[' (wife of Walter Capps), \r', 'a Representative from California; born in Ladysmith, Rusk County, \r', 'Wis., January 10, 1938; graduated from Flathead County High School, Kalispell, \r', 'Mont., 1955; B.S., Pacific Lutheran University, Tacoma, Wash., 1959; M.A., Yale \r', 'University, New Haven, Conn., 1964; M.A., University of California, Santa \r', 'Barbara, Calif., 1990; nursing instructor; nurse administrator, Yale Hospital, \r', 'New Haven, Conn.; director, Teenage Pregnancy and Parenting Project and the \r', 'Parent and Child Enrichment Center, Santa Barbara County, Calif.; instructor, \r', 'Santa Barbara City College, Santa Barbara, Calif.; elected as a Democrat to the \r', 'One Hundred Fifth Congress, by special election, to fill the vacancy caused by \r', 'the death of her husband, United States Representative Walter Capps, and \r', 'reelected to the nine succeeding Congresses (March 10, 1998-January 3, 2017); \r', 'was not a candidate for reelection to the One Hundred Fifteenth Congress in \r', '2016.\r']",C001036,0,1,0,0,0,1,0,0,0,0,1,0
"CAPUANO, Michael Everett","['a Representative from Massachusetts; born in Somerville, Middlesex \r', 'County, Mass., January 9, 1952; graduated from Somerville High School, \r', 'Somerville, Mass., 1969; A.B., Dartmouth College, Hanover, N.H., 1973; J.D., \r', 'Boston College, Chestnut Hill, Mass., 1977; lawyer, private practice; chief \r', 'legal counsel, joint committee on taxation, Massachusetts state legislature, \r', '1978-1984; alderman, Somerville, Mass., 1977-1979; alderman-at-large, \r', 'Somerville, Mass., 1985-1989; Mayor of Somerville, Mass., 1990-1998; Democratic \r', 'state committeeman, 1996; president, Massachusetts Municipal Association, 1998; \r', 'elected as a Democrat to the One Hundred Sixth and to the nine succeeding \r', 'Congresses (January 3, 1999-present).\r']",C001037,1,0,1,0,0,0,0,0,0,0,0,0
"CARNEY, John C., Jr.","['a Representative from Delaware; born in Wilmington, New Castle \r', 'County, Del., May 20, 1956; graduated from St. Mark&#146;s High School, Wilmington, \r', 'Del., 1974; A.B., Dartmouth College, Hanover, N.H., 1978; M.P.A., University of \r', 'Delaware, Newark, Del., 1987; athletic coach; staff, United States Senator \r', 'Joseph Biden, Jr., of Delaware, 1986-1989; New Castle County, Del., chief \r', 'administrative officer, 1989-1994; staff, Governor Thomas Carper of Delaware, \r', '1994-1997; finance secretary of Delaware, 1997-2000; lieutenant governor of \r', 'Delaware, 2001-2009; elected as a Democrat to the One Hundred Twelfth and to \r', 'the two succeeding Congresses (January 3, 2011-January 3, 2017); was not a \r', 'candidate for reelection to the One Hundred Fifteenth Congress in 2016; \r', 'Governor of Delaware, 2017-present.\r']",C001083,1,0,0,0,0,0,0,0,0,0,0,1
"CARSON, Andr&eacute;","[' (grandson of Julia Carson), \r', ' a Representative from Indiana; born in Indianapolis, Marion County, \r', 'Ind., October 16, 1974; graduated from Arsenal Technical High School, \r', 'Indianapolis, Ind.; B.A., Concordia University Wisconsin, Mequon, Wis., 2003; \r', 'M.S., Indiana Wesleyan University, Marion, Ind., 2005; marketing \r', 'representative; state alcohol license compliance officer; member of the \r', 'Indianapolis/Marion city-county council, 2007-2008; elected as a Democrat to \r', 'the One Hundred Tenth Congress, by special election, to fill the vacancy caused \r', 'by the death of United States Representative Julia Carson, and reelected to the \r', 'five succeeding Congresses (March 11, 2008-present).\r']",C001072,1,0,0,0,0,0,1,0,0,0,1,0
"CARTER, John R.","['a Representative from Texas; born in Houston, Harris County, Tex., \r', 'November 6, 1941; graduated from Bellaire High School, Houston, Tex., 1960; \r', 'B.A., Texas Tech University, Lubbock, Tex., 1964; J.D., University of Texas Law \r', 'School, Austin, Tex., 1969; lawyer, private practice; judge, District Court of \r', 'Williamson County, Tex., 1982-2001; elected as a Republican to the One Hundred \r', 'Eighth and to the seven succeeding Congresses (January 3, \r', '2003-present).\r']",C001051,1,0,1,0,0,0,0,0,0,0,0,0
"CARTWRIGHT, Matt","['a Representative from Pennsylvania; born in Erie, Erie County, Pa., \r', 'May 1, 1961; A.B., Hamilton College, Clinton, N.Y., 1983; attended Temple \r', 'University School of Law, Philadelphia, Pa., 1984; J.D., University of \r', 'Pennsylvania, Philadelphia, Pa., 1986; lawyer, private practice; elected as a \r', 'Democrat to the One Hundred Thirteenth and to the two succeeding Congresses \r', '(January 3, 2013-present).\r']",C001090,1,0,1,0,0,0,0,0,0,0,0,0
"CASSIDY, Bill","['a Senator and a Representative from Louisiana; born in Highland \r', 'Park, Lake County, Ill., September 28, 1957; B.S., Louisiana State University, \r', 'Baton Rouge, La., 1979; M.D., Louisiana State University Medical School, New \r', 'Orleans, La., 1983; physician; member of the Louisiana state senate, 2006-2008; \r', 'elected as a Republican to the One Hundred Eleventh and to the two succeeding \r', 'Congresses (January 3, 2009-January 3, 2015); was not a candidate for \r', 'reelection to the House of Representatives but was elected as a Republican to \r', 'the United States Senate in 2014 for the term ending January 3, \r', '2021.\r']",C001075,0,1,0,0,0,0,0,0,1,0,1,0
"CASTOR, Kathy","['a Representative from Florida; born in Miami, Miami-Dade County, \r', 'Fla., August 20, 1966; B.A., Emory University, Atlanta, Ga., 1988; J.D., \r', 'Florida State University, Tallahassee, Fla., 1991; lawyer, private practice; \r', 'member of the Hillsborough County (Fla.) board of commissioners, 2002 to 2006; \r', 'unsuccessful candidate for election to the Florida state senate in 2000; \r', 'elected as a Democrat to the One Hundred Tenth and to the five succeeding \r', 'Congresses (January 3, 2007-present).\r']",C001066,1,0,1,0,0,0,0,0,0,0,0,0
"CASTRO, Joaquin","['a Representative from Texas; born in San Antonio, Bexar County, \r', 'Tex., September 16, 1974; graduated from Thomas Jefferson High School, San \r', 'Antonio, Tex., 1992; B.A., Stanford University, Stanford, Calif., 1996; J.D., \r', 'Harvard University, Cambridge, Mass., 2000; lawyer, private practice; member of \r', 'the Texas state house of representatives, 2002-2012; elected as a Democrat to \r', 'the One Hundred Thirteenth and to the two succeeding Congresses (January 3, \r', '2013-present).\r']",C001091,1,0,1,0,0,0,0,0,0,0,0,0
"CHABOT, Steve","['a Representative from Ohio; born in Cincinnati, Hamilton County, \r', 'Ohio, January 22, 1953; graduated from LaSalle High School, Cincinnati, Ohio; \r', 'B.A., College of William and Mary, Williamsburg, Va., 1975; J.D., Salmon P. \r', 'Chase College of Law, Highland Heights, Ky., 1978; teacher, 1975-1976; member \r', 'of the Cincinnati, Ohio, city council, 1985-1990; Hamilton County, Ohio, \r', 'commissioner, 1990-1994; elected as a Republican to the One Hundred Fourth and \r', 'to the six succeeding Congresses (January 3, 1995-January 3, 2009); one of the \r', 'managers appointed by the House of Representatives in 1998 to conduct the \r', 'impeachment proceedings of President William Jefferson Clinton; unsuccessful \r', 'candidate for reelection to the One Hundred Eleventh Congress in 2008; elected \r', 'as a Republican to the One Hundred Twelfth and to the three succeeding \r', 'Congresses (January 3, 2011-present); chair, Committee on Small Business (One \r', 'Hundred Fourteenth and One Hundred Fifteenth Congresses).\r']",C000266,1,0,1,0,0,0,0,0,0,0,0,0
"CHAFFETZ, Jason","['a Representative from Utah; born in Los Gatos, Santa Clara County, \r', 'Calif., March 26, 1967; B.A., Brigham Young University, Provo, Utah, 1989; \r', 'business executive; chief of staff, Utah Governor John Huntsman, 2004; member \r', 'of the Utah Valley board of trustees, 2007-2008; elected as a Republican to the \r', 'One Hundred Eleventh and to the four succeeding Congresses until his resignation on June 30, 2017 (January 3, \r', '2009-June 30, 2017); chair, Committee on Oversight and Government Reform (One Hundred \r', 'Fourteenth and One Hundred Fifteenth Congresses).\r']",C001076,1,0,0,0,0,0,0,0,0,0,0,1
"CHU, Judy","['a Representative from California; born in Los Angeles, Los Angeles \r', 'County, Calif., July 7, 1953; B.A., University of California, Los Angeles, \r', 'Calif., 1974; Ph.D., California School of Professional Psychology, Los Angeles, \r', 'Calif., 1979; professor, Los Angeles City College, Los Angeles, Calif., \r', '1981-1988; professor, East Los Angeles College, Monterey Park, Calif., \r', '1988-2001; member of the Garvey, Calif., school district, 1985-1988; member of \r', 'the Monterey Park, Calif., city council, 1988-2001; Mayor of Monterey Park, \r', 'Calif.; member of the California state assembly, 2001-2006; member of the \r', 'California board of equalization, 2006-2009; vice chair of the California board \r', 'of equalization, 2009; elected as a Democrat to the One Hundred Eleventh \r', 'Congress, by special election, to fill the vacancy caused by the resignation of \r', 'United States Representative Hilda Solis, and reelected to the four succeeding \r', 'Congresses (July 14, 2009-present).\r']",C001080,1,0,0,1,0,0,0,0,0,0,1,0
"CICILLINE, David N.","['a Representative from Rhode Island; born in Providence, Providence \r', 'County, R.I., July 15, 1961; graduated from Narragansett High School, \r', 'Providence, R.I., 1979; B.A., Brown University, Providence, R.I., 1983; J.D., \r', 'Georgetown University, Washington, D.C., 1986; public defender, Washington, \r', 'D.C., 1986-1987; lawyer, private practice; lawyer, public advocate; faculty, \r', 'Roger Williams Law School, Bristol, R.I.; unsuccessful nominee to the Rhode \r', 'Island state senate in 1992; member of the Rhode Island state house of \r', 'representatives, 1995-2003; Delegate, Democratic National Convention, \r', '2008; Mayor of Providence R.I., 2003-2011; elected as a Democrat to the One \r', 'Hundred Twelfth and to the three succeeding Congresses (January 3, \r', '2011-present).\r']",C001084,1,0,1,0,0,0,0,0,0,0,0,0
